Symbol,Name,LastSale,MarketCap,IPOyear,Sector,industry,Summary Quote
BKS,"Barnes & Noble, Inc.",8.15,$590.98M,n/a,Consumer Services,Other Specialty Stores,http://www.nasdaq.com/symbol/bks
B,"Barnes Group, Inc.",60.18,$3.23B,n/a,Capital Goods,Metal Fabrications,http://www.nasdaq.com/symbol/b
CUDA,"Barracuda Networks, Inc.",22.47,$1.19B,2013,Technology,Computer peripheral equipment,http://www.nasdaq.com/symbol/cuda
ABX,Barrick Gold Corporation,16.91,$19.72B,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/abx
BAS,"Basic Energy Services, Inc.",22.4,$582.41M,2005,Energy,Oilfield Services/Equipment,http://www.nasdaq.com/symbol/bas
BAX,Baxter International Inc.,60.48,$32.88B,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/bax
BTE,Baytex Energy Corp,2.79,$653.43M,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/bte
BBT,BB&T Corporation,47.32,$38.24B,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/bbt
BBT^D,BB&T Corporation,25.49,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bbt^d
BBT^E,BB&T Corporation,25.35,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bbt^e
BBT^F,BB&T Corporation,25.02,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bbt^f
BBT^G,BB&T Corporation,25.12,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bbt^g
BBT^H,BB&T Corporation,26.65,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bbt^h
BFR,BBVA Banco Frances S.A.,15.67,$2.8B,n/a,Finance,Commercial Banks,http://www.nasdaq.com/symbol/bfr
BBX,BBX Capital Corporation,6.17,$627.18M,2017,Finance,Real Estate,http://www.nasdaq.com/symbol/bbx
BCE,"BCE, Inc.",46.93,$42.25B,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/bce
BZH,"Beazer Homes USA, Inc.",13.26,$444.82M,1994,Capital Goods,Homebuilding,http://www.nasdaq.com/symbol/bzh
BDX,"Becton, Dickinson and Company",201.4,$45.79B,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/bdx
BDXA,"Becton, Dickinson and Company",55.86,n/a,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/bdxa
BDC,Belden Inc,71.94,$3.04B,n/a,Basic Industries,Telecommunications Equipment,http://www.nasdaq.com/symbol/bdc
BDC^B,Belden Inc,99.84,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bdc^b
BXE,Bellatrix Exploration Ltd,2.49,$123.56M,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/bxe
BEL,Belmond Ltd.,13.05,$1.57B,n/a,Consumer Services,Hotels/Resorts,http://www.nasdaq.com/symbol/bel
BMS,"Bemis Company, Inc.",42.37,$3.9B,n/a,Consumer Durables,Containers/Packaging,http://www.nasdaq.com/symbol/bms
BHE,"Benchmark Electronics, Inc.",33.65,$1.67B,n/a,Technology,Electrical Products,http://www.nasdaq.com/symbol/bhe
BRK.A,Berkshire Hathaway Inc.,n/a,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/brk.a
BRK.B,Berkshire Hathaway Inc.,n/a,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/brk.b
BHLB,"Berkshire Hills Bancorp, Inc.",37.15,$1.5B,n/a,Finance,Banks,http://www.nasdaq.com/symbol/bhlb
BERY,"Berry Global Group, Inc.",56.08,$7.26B,2012,Consumer Non-Durables,Plastic Products,http://www.nasdaq.com/symbol/bery
BBY,"Best Buy Co., Inc.",58.34,$17.79B,n/a,Consumer Services,Consumer Electronics/Video Chains,http://www.nasdaq.com/symbol/bby
BGCA,"BGC Partners, Inc.",25.92,n/a,2012,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/bgca
BHP,BHP Billiton Limited,41.66,$110.87B,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/bhp
BBL,BHP Billiton plc,36.41,$38.44B,n/a,Energy,Coal Mining,http://www.nasdaq.com/symbol/bbl
BIG,"Big Lots, Inc.",49.67,$2.2B,n/a,Consumer Services,Department/Specialty Retail Stores,http://www.nasdaq.com/symbol/big
BH,Biglari Holdings Inc.,374.32,$773.95M,n/a,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/bh
BBG,Bill Barrett Corporation,3.38,$257.88M,2004,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/bbg
BIOA,BioAmber Inc.,2.03,$75.26M,2013,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/bioa
BHVN,Biohaven Pharmaceutical Holding Company Ltd.,25.76,$920.87M,2017,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/bhvn
BIO,"Bio-Rad Laboratories, Inc.",235.63,$6.98B,n/a,Capital Goods,Biotechnology: Laboratory Analytical Instruments,http://www.nasdaq.com/symbol/bio
BIO.B,"Bio-Rad Laboratories, Inc.",n/a,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bio.b
BITA,Bitauto Holdings Limited,31.6,$2.23B,2010,Technology,EDP Services,http://www.nasdaq.com/symbol/bita
BKH,Black Hills Corporation,69.66,$3.72B,n/a,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/bkh
BKHU,Black Hills Corporation,75.38,n/a,2015,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/bkhu
BKFS,"Black Knight Financial Services, Inc.",42.5,$6.55B,2015,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/bkfs
BSM,"Black Stone Minerals, L.P.",16.63,$3.26B,2015,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/bsm
BGIO,BlackRock 2022 Global Income Opportunity Trust,10.09,$212.07M,2017,n/a,n/a,http://www.nasdaq.com/symbol/bgio
BJZ,Blackrock California Municipal 2018 Term Trust,15.02,$96.62M,2001,n/a,n/a,http://www.nasdaq.com/symbol/bjz
BFZ,BlackRock California Municipal Income Trust,14.74,$470.25M,2001,n/a,n/a,http://www.nasdaq.com/symbol/bfz
CII,Blackrock Capital and Income Strategies Fund Inc,15.26,$673.29M,2004,n/a,n/a,http://www.nasdaq.com/symbol/cii
BHK,Blackrock Core Bond Trust,13.97,$753.47M,2001,n/a,n/a,http://www.nasdaq.com/symbol/bhk
HYT,"Blackrock Corporate High Yield Fund, Inc.",11.34,$1.43B,2003,n/a,n/a,http://www.nasdaq.com/symbol/hyt
BTZ,BlackRock Credit Allocation Income Trust,13.49,$1.45B,2006,n/a,n/a,http://www.nasdaq.com/symbol/btz
DSU,"Blackrock Debt Strategies Fund, Inc.",11.76,$723.23M,1998,n/a,n/a,http://www.nasdaq.com/symbol/dsu
BHL,Blackrock Defined Opportunity Credit Trust,8.745,$79.09M,2008,n/a,n/a,http://www.nasdaq.com/symbol/bhl
BGR,BlackRock Energy and Resources Trust,13.24,$394.89M,2004,n/a,n/a,http://www.nasdaq.com/symbol/bgr
BDJ,Blackrock Enhanced Equity Dividend Trust,8.97,$1.7B,2005,n/a,n/a,http://www.nasdaq.com/symbol/bdj
EGF,"Blackrock Enhanced Government Fund, Inc",13.51,$87.75M,2005,n/a,n/a,http://www.nasdaq.com/symbol/egf
FRA,Blackrock Floating Rate Income Strategies Fund Inc,14.3,$532.42M,2003,n/a,n/a,http://www.nasdaq.com/symbol/fra
BFO,Blackrock Florida Municipal 2020 Term Trust,15.06,$83.77M,2003,n/a,n/a,http://www.nasdaq.com/symbol/bfo
BGT,Blackrock Global,13.96,$330.37M,2004,n/a,n/a,http://www.nasdaq.com/symbol/bgt
BOE,Blackrock Global,13.5,$938.02M,2005,n/a,n/a,http://www.nasdaq.com/symbol/boe
BME,Blackrock Health Sciences Trust,36.75,$317.82M,2005,n/a,n/a,http://www.nasdaq.com/symbol/bme
BAF,BlackRock Income Investment Quality Trust,15.24,$133.34M,2002,n/a,n/a,http://www.nasdaq.com/symbol/baf
BKT,BlackRock Income Trust Inc. (The),6.33,$404.76M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bkt
BGY,"BLACKROCK INTERNATIONAL, LTD.",6.43,$707.23M,2007,n/a,n/a,http://www.nasdaq.com/symbol/bgy
BKN,BlackRock Investment Quality Municipal Trust Inc. (The),15.48,$266.04M,1993,n/a,n/a,http://www.nasdaq.com/symbol/bkn
BTA,BlackRock Long-Term Municipal Advantage Trust,12.16,$163.21M,2006,n/a,n/a,http://www.nasdaq.com/symbol/bta
BIT,BlackRock Multi-Sector Income Trust,18.48,$705.32M,2013,n/a,n/a,http://www.nasdaq.com/symbol/bit
MUI,Blackrock Muni Intermediate Duration Fund Inc,14.18,$543.04M,2003,n/a,n/a,http://www.nasdaq.com/symbol/mui
MNE,Blackrock Muni New York Intermediate Duration Fund Inc,14.09,$59.32M,2003,n/a,n/a,http://www.nasdaq.com/symbol/mne
MUA,"Blackrock MuniAssets Fund, Inc.",15.26,$547.73M,1993,n/a,n/a,http://www.nasdaq.com/symbol/mua
BPK,Blackrock Municipal 2018 Term Trust,15.03,$239.1M,2001,n/a,n/a,http://www.nasdaq.com/symbol/bpk
BKK,Blackrock Municipal 2020 Term Trust,15.77,$319.13M,2003,n/a,n/a,http://www.nasdaq.com/symbol/bkk
BBK,Blackrock Municipal Bond Trust,16.07,$169.08M,2002,n/a,n/a,http://www.nasdaq.com/symbol/bbk
BBF,BlackRock Municipal Income Investment Trust,15.35,$156.76M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bbf
BYM,Blackrock Municipal Income Quality Trust,14.64,$386.59M,2002,n/a,n/a,http://www.nasdaq.com/symbol/bym
BFK,BlackRock Municipal Income Trust,14.57,$652.98M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bfk
BTT,BlackRock Municipal Target Term Trust Inc. (The),23.15,$1.63B,2012,n/a,n/a,http://www.nasdaq.com/symbol/btt
MEN,"Blackrock MuniEnhanced Fund, Inc.",12.32,$365.21M,1989,n/a,n/a,http://www.nasdaq.com/symbol/men
MUC,"Blackrock MuniHoldings California Quality Fund,  Inc.",14.75,$604.79M,1998,n/a,n/a,http://www.nasdaq.com/symbol/muc
MUH,"Blackrock MuniHoldings Fund II, Inc.",16.19,$183.23M,1998,n/a,n/a,http://www.nasdaq.com/symbol/muh
MHD,"Blackrock MuniHoldings Fund, Inc.",18.13,$256.85M,1997,n/a,n/a,http://www.nasdaq.com/symbol/mhd
MFL,Blackrock MuniHoldings Investment Quality Fund,15.2,$575.26M,1997,n/a,n/a,http://www.nasdaq.com/symbol/mfl
MUJ,"Blackrock MuniHoldings New Jersey Insured Fund, Inc.",14.88,$448.69M,1998,n/a,n/a,http://www.nasdaq.com/symbol/muj
MHN,"Blackrock MuniHoldings New York Quality Fund, Inc.",14.18,$441.45M,1997,n/a,n/a,http://www.nasdaq.com/symbol/mhn
MUE,"Blackrock MuniHoldings Quality Fund II, Inc.",14.18,$319.27M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/mue
MUS,"Blackrock MuniHoldings Quality Fund, Inc.",14.02,$182.48M,1998,n/a,n/a,http://www.nasdaq.com/symbol/mus
MVT,"Blackrock MuniVest Fund II, Inc.",16.01,$339.31M,1993,n/a,n/a,http://www.nasdaq.com/symbol/mvt
MYC,"Blackrock MuniYield California Fund, Inc.",15.43,$330.32M,1992,n/a,n/a,http://www.nasdaq.com/symbol/myc
MCA,"Blackrock MuniYield California Insured Fund, Inc.",15.25,$524.69M,1992,n/a,n/a,http://www.nasdaq.com/symbol/mca
MYD,"Blackrock MuniYield Fund, Inc.",15.65,$731.88M,1991,n/a,n/a,http://www.nasdaq.com/symbol/myd
MYF,Blackrock MuniYield Investment Fund,16.34,$223.25M,1992,n/a,n/a,http://www.nasdaq.com/symbol/myf
MFT,Blackrock MuniYield Investment QualityFund,14.67,$124.32M,1992,n/a,n/a,http://www.nasdaq.com/symbol/mft
MIY,"Blackrock MuniYield Michigan Quality Fund, Inc.",14.2,$420.01M,1992,n/a,n/a,http://www.nasdaq.com/symbol/miy
MYJ,"Blackrock MuniYield New Jersey Fund, Inc.",16.58,$237.75M,1992,n/a,n/a,http://www.nasdaq.com/symbol/myj
MYN,"Blackrock MuniYield New York Quality Fund, Inc.",13.27,$525.31M,1992,n/a,n/a,http://www.nasdaq.com/symbol/myn
MPA,Blackrock MuniYield Pennsylvania Quality Fund,14.69,$196.15M,1992,n/a,n/a,http://www.nasdaq.com/symbol/mpa
MQT,"Blackrock MuniYield Quality Fund II, Inc.",13.62,$307.24M,1992,n/a,n/a,http://www.nasdaq.com/symbol/mqt
MYI,"Blackrock MuniYield Quality Fund III, Inc.",14.66,$997.59M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/myi
MQY,"Blackrock MuniYield Quality Fund, Inc.",15.995,$491.05M,1992,n/a,n/a,http://www.nasdaq.com/symbol/mqy
BNJ,BlackRock New Jersey Municipal Income Trust,15.97,$122.46M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bnj
BNY,BlackRock New York Investment Quality Municipal Trust Inc. (Th,15.37,$199.19M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bny
BLH,Blackrock New York Municipal 2018 Term Trust,14.9492,$54.31M,2001,n/a,n/a,http://www.nasdaq.com/symbol/blh
BQH,Blackrock New York Municipal Bond Trust,14.67,$41.08M,2002,n/a,n/a,http://www.nasdaq.com/symbol/bqh
BSE,Blackrock New York Municipal Income Quality Trust,13.6,$88.67M,2002,n/a,n/a,http://www.nasdaq.com/symbol/bse
BCX,BlackRock Resources,8.63,$854.89M,2011,n/a,n/a,http://www.nasdaq.com/symbol/bcx
BST,BlackRock Science and Technology Trust,23.77,$535.01M,2014,n/a,n/a,http://www.nasdaq.com/symbol/bst
BSD,BlackRock Strategic Municipal Trust Inc. (The),14.62,$106.82M,1999,n/a,n/a,http://www.nasdaq.com/symbol/bsd
BUI,BlackRock Utility and Infrastructure Trust,21.3,$360.12M,2011,n/a,n/a,http://www.nasdaq.com/symbol/bui
BLK,"BlackRock, Inc.",426.53,$68.95B,1999,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/blk
BGB,Blackstone / GSO Strategic Credit Fund,16.17,$722.22M,2012,n/a,n/a,http://www.nasdaq.com/symbol/bgb
BGX,Blackstone GSO Long Short Credit Income Fund,16.1994,$205.77M,2011,n/a,n/a,http://www.nasdaq.com/symbol/bgx
BSL,Blackstone GSO Senior Floating Rate Term Fund,17.9104,$272.69M,2010,n/a,n/a,http://www.nasdaq.com/symbol/bsl
APRN,"Blue Apron Holdings, Inc.",6.61,$1.25B,2017,Consumer Services,Catalog/Specialty Distribution,http://www.nasdaq.com/symbol/aprn
BCRH,Blue Capital Reinsurance Holdings Ltd.,19.3,$168.99M,2013,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/bcrh
BXC,BlueLinx Holdings Inc.,10.45,$94.78M,2004,Capital Goods,Wholesale Distributors,http://www.nasdaq.com/symbol/bxc
BWP,Boardwalk Pipeline Partners L.P.,16.74,$4.19B,2005,Public Utilities,Natural Gas Distribution,http://www.nasdaq.com/symbol/bwp
BA,Boeing Company (The),242.46,$143.31B,n/a,Capital Goods,Aerospace,http://www.nasdaq.com/symbol/ba
BCC,"Boise Cascade, L.L.C.",30.35,$1.17B,2013,Consumer Services,RETAIL: Building Materials,http://www.nasdaq.com/symbol/bcc
BCEI,"Bonanza Creek Energy, Inc.",29.04,$590.86M,2017,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/bcei
BOOT,"Boot Barn Holdings, Inc.",8.01,$213M,2014,Consumer Services,Clothing/Shoe/Accessory Stores,http://www.nasdaq.com/symbol/boot
BAH,Booz Allen Hamilton Holding Corporation,34.3,$5.09B,2010,Consumer Services,Professional Services,http://www.nasdaq.com/symbol/bah
BWA,BorgWarner Inc.,46.74,$9.87B,n/a,Capital Goods,Auto Parts:O.E.M.,http://www.nasdaq.com/symbol/bwa
SAM,"Boston Beer Company, Inc. (The)",156.8,$1.88B,n/a,Consumer Non-Durables,Beverages (Production/Distribution),http://www.nasdaq.com/symbol/sam
BXP,"Boston Properties, Inc.",120.91,$18.6B,1997,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/bxp
BXP^B,"Boston Properties, Inc.",26.8099,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bxp^b
BSX,Boston Scientific Corporation,26.62,$36.48B,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/bsx
BOX,"Box, Inc.",18.85,$2.5B,2015,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/box
BYD,Boyd Gaming Corporation,25.06,$2.84B,1993,Consumer Services,Hotels/Resorts,http://www.nasdaq.com/symbol/byd
BP,BP p.l.c.,35.14,$115.17B,n/a,Energy,Integrated oil Companies,http://www.nasdaq.com/symbol/bp
BPT,BP Prudhoe Bay Royalty Trust,20.4,$436.56M,n/a,Energy,Integrated oil Companies,http://www.nasdaq.com/symbol/bpt
BRC,Brady Corporation,33.2,$1.7B,n/a,Consumer Durables,Miscellaneous manufacturing industries,http://www.nasdaq.com/symbol/brc
BDN,Brandywine Realty Trust,16.81,$2.95B,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/bdn
LND,Brasilagro Cia Brasileira De Propriedades Agricolas,3.7951,$220.98M,n/a,Consumer Non-Durables,Farming/Seeds/Milling,http://www.nasdaq.com/symbol/lnd
BAK,Braskem S.A.,24.02,$9.57B,n/a,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/bak
BRFS,BRF S.A.,11.79,$9.42B,n/a,Consumer Non-Durables,Meat/Poultry/Fish,http://www.nasdaq.com/symbol/brfs
BPI,"Bridgepoint Education, Inc.",9.71,$282.44M,2009,Consumer Services,Other Consumer Services,http://www.nasdaq.com/symbol/bpi
BGG,Briggs & Stratton Corporation,23.42,$1B,n/a,Energy,Industrial Machinery/Components,http://www.nasdaq.com/symbol/bgg
BFAM,Bright Horizons Family Solutions Inc.,79.01,$4.73B,2013,Miscellaneous,Other Consumer Services,http://www.nasdaq.com/symbol/bfam
BEDU,Bright Scholar Education Holdings Limited,15.77,$1.81B,2017,Consumer Services,Other Consumer Services,http://www.nasdaq.com/symbol/bedu
EAT,"Brinker International, Inc.",35.47,$1.74B,n/a,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/eat
BCO,Brink&#39;s Company (The),78.15,$3.95B,n/a,Transportation,Oil Refining/Marketing,http://www.nasdaq.com/symbol/bco
BMY,Bristol-Myers Squibb Company,56.9,$93.31B,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/bmy
BRS,Bristow Group Inc,7.37,$259.99M,n/a,Transportation,Transportation Services,http://www.nasdaq.com/symbol/brs
BTI,British American Tobacco p.l.c.,62.52,$143.39B,n/a,Consumer Non-Durables,Farming/Seeds/Milling,http://www.nasdaq.com/symbol/bti
BRX,Brixmor Property Group Inc.,19.59,$5.97B,2013,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/brx
BR,"Broadridge Financial Solutions, Inc.",75.86,$8.92B,n/a,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/br
BKD,Brookdale Senior Living Inc.,14.2,$2.64B,2005,Health Care,Hospital/Nursing Management,http://www.nasdaq.com/symbol/bkd
BAM,Brookfield Asset Management Inc,38.89,$38.45B,n/a,Consumer Services,Building operators,http://www.nasdaq.com/symbol/bam
BBU,Brookfield Business Partners L.P.,27.72,$1.44B,2016,Basic Industries,Engineering & Construction,http://www.nasdaq.com/symbol/bbu
DTLA^,Brookfield DTLA Inc.,27.3,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/dtla^
INF,Brookfield Global Listed Infrastructure Income Fund,13.73,$189.46M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/inf
BIP,Brookfield Infrastructure Partners LP,40.46,$10.84B,n/a,Consumer Services,Marine Transportation,http://www.nasdaq.com/symbol/bip
BPY,Brookfield Property Partners L.P.,23.9,$6.11B,n/a,Finance,Real Estate,http://www.nasdaq.com/symbol/bpy
RA,Brookfield Real Assets Income Fund Inc.,23.92,$873.01M,2016,n/a,n/a,http://www.nasdaq.com/symbol/ra
BEP,Brookfield Renewable Partners L.P.,33.78,$6.09B,n/a,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/bep
BRO,"Brown & Brown, Inc.",44.6,$6.24B,n/a,Finance,Specialty Insurers,http://www.nasdaq.com/symbol/bro
BF.A,Brown Forman Corporation,n/a,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bf.a
BF.B,Brown Forman Corporation,n/a,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bf.b
BRT,BRT Apartments Corp.,8,$112.32M,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/brt
BC,Brunswick Corporation,56.61,$5.06B,n/a,Energy,Industrial Machinery/Components,http://www.nasdaq.com/symbol/bc
BT,BT Group plc,20.89,$41.65B,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/bt
BPL,Buckeye Partners L.P.,63.39,$8.91B,1986,Energy,Natural Gas Distribution,http://www.nasdaq.com/symbol/bpl
BKE,"Buckle, Inc. (The)",17.1,$835.31M,n/a,Consumer Services,Clothing/Shoe/Accessory Stores,http://www.nasdaq.com/symbol/bke
BVN,Buenaventura Mining Company Inc.,12.24,$3.11B,1996,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/bvn
BBW,"Build-A-Bear Workshop, Inc.",9.6,$153.62M,2004,Consumer Services,Recreational Products/Toys,http://www.nasdaq.com/symbol/bbw
BG,Bunge Limited,78.39,$11.01B,2001,Consumer Non-Durables,Packaged Foods,http://www.nasdaq.com/symbol/bg
BURL,"Burlington Stores, Inc.",87.03,$6.08B,2013,Consumer Services,Department/Specialty Retail Stores,http://www.nasdaq.com/symbol/burl
BWXT,"BWX Technologies, Inc.",52.68,$5.22B,n/a,Energy,Industrial Machinery/Components,http://www.nasdaq.com/symbol/bwxt
BY,"Byline Bancorp, Inc.",20.16,$572.38M,2017,Finance,Major Banks,http://www.nasdaq.com/symbol/by
CJ,C,32.34,$2.05B,2017,Energy,Oilfield Services/Equipment,http://www.nasdaq.com/symbol/cj
BCR,"C.R. Bard, Inc.",320.6,$23.26B,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/bcr
GYB,CABCO Series 2004-101 Trust,23,n/a,n/a,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/gyb
PFH,CABCO Series 2004-101 Trust,17.77,n/a,n/a,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/pfh
CAB,Cabela&#39;s Inc,56.98,$3.93B,2004,Consumer Services,Other Specialty Stores,http://www.nasdaq.com/symbol/cab
CABO,"Cable One, Inc.",759.9,$4.35B,2015,Consumer Services,Television Services,http://www.nasdaq.com/symbol/cabo
CBT,Cabot Corporation,54.33,$3.39B,n/a,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/cbt
COG,Cabot Oil & Gas Corporation,24.87,$11.58B,1990,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/cog
CACI,"CACI International, Inc.",125.1,$3.06B,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/caci
CADE,Cadence Bancorporation,22.84,$1.91B,2017,Finance,Major Banks,http://www.nasdaq.com/symbol/cade
CAE,CAE Inc,16.97,$4.57B,n/a,Miscellaneous,Industrial Machinery/Components,http://www.nasdaq.com/symbol/cae
CAI,"CAI International, Inc.",26.23,$504.84M,n/a,Technology,Diversified Commercial Services,http://www.nasdaq.com/symbol/cai
CAA,"CalAtlantic Group, Inc.",35.1,$3.89B,n/a,Capital Goods,Homebuilding,http://www.nasdaq.com/symbol/caa
CAL,"Caleres, Inc.",27.28,$1.17B,n/a,Consumer Non-Durables,Shoe Manufacturing,http://www.nasdaq.com/symbol/cal
CCC,Calgon Carbon Corporation,16,$812.05M,n/a,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/ccc
CRC,California Resources Corporation,8.12,$345.86M,2014,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/crc
CWT,California Water  Service Group Holding,38.9,$1.87B,n/a,Public Utilities,Water Supply,http://www.nasdaq.com/symbol/cwt
CALX,"Calix, Inc",6.85,$341.65M,2010,Consumer Services,Telecommunications Equipment,http://www.nasdaq.com/symbol/calx
ELY,Callaway Golf Company,12.73,$1.19B,1992,Consumer Non-Durables,Recreational Products/Toys,http://www.nasdaq.com/symbol/ely
CPE,Callon Petroleum Company,11.32,$2.28B,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/cpe
CPE^A,Callon Petroleum Company,52.2501,n/a,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/cpe^a
CPN,Calpine Corporation,14.38,$5.19B,n/a,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/cpn
CBM,Cambrex Corporation,61,$1.99B,1987,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/cbm
CPT,Camden Property Trust,89.7,$7.86B,1993,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/cpt
CCJ,Cameco Corporation,10.25,$4.06B,1996,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/ccj
CPB,Campbell Soup Company,52.83,$16.01B,n/a,Consumer Non-Durables,Packaged Foods,http://www.nasdaq.com/symbol/cpb
CWH,"Camping World Holdings, Inc.",31.96,$2.75B,2016,Consumer Durables,Automotive Aftermarket,http://www.nasdaq.com/symbol/cwh
GOOS,Canada Goose Holdings Inc.,19.06,$487.12M,2017,Consumer Non-Durables,Apparel,http://www.nasdaq.com/symbol/goos
CM,Canadian Imperial Bank of Commerce,86.84,$37.88B,n/a,Finance,Commercial Banks,http://www.nasdaq.com/symbol/cm
CNI,Canadian National Railway Company,79.02,$59.57B,n/a,Transportation,Railroads,http://www.nasdaq.com/symbol/cni
CNQ,Canadian Natural Resources Limited,30.6,$37.18B,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/cnq
CP,Canadian Pacific Railway Limited,156.37,$22.92B,n/a,Transportation,Railroads,http://www.nasdaq.com/symbol/cp
CAJ,"Canon, Inc.",34.93,$38.15B,n/a,Miscellaneous,Industrial Machinery/Components,http://www.nasdaq.com/symbol/caj
CMD,Cantel Medical Corp.,74.2,$3.1B,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/cmd
COF,Capital One Financial Corporation,86.18,$41.69B,1994,Finance,Major Banks,http://www.nasdaq.com/symbol/cof
COF.WS,Capital One Financial Corporation,n/a,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/cof.ws
COF^C,Capital One Financial Corporation,26.45,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/cof^c
COF^D,Capital One Financial Corporation,27.5,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/cof^d
COF^F,Capital One Financial Corporation,26.6,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/cof^f
COF^G,Capital One Financial Corporation,24.95,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/cof^g
COF^H,Capital One Financial Corporation,26.6,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/cof^h
COF^P,Capital One Financial Corporation,25.33,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/cof^p
CSU,Capital Senior Living Corporation,13.8,$418.12M,1997,Health Care,Hospital/Nursing Management,http://www.nasdaq.com/symbol/csu
